Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([56]), u'n_hidden_layers': array([7]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '0245', 'test cost=', '0.641532719')
('Epoch:', '0246', 'training cost=', '0.654195100')
('Epoch:', '0246', 'test cost=', '0.717294157')
('Epoch:', '0247', 'training cost=', '0.656451976')
('Epoch:', '0247', 'test cost=', '0.705144823')
('Epoch:', '0248', 'training cost=', '0.655449217')
('Epoch:', '0248', 'test cost=', '0.643640995')
('Epoch:', '0249', 'training cost=', '0.659391679')
('Epoch:', '0249', 'test cost=', '0.645370781')
('Epoch:', '0250', 'training cost=', '0.657446996')
('Epoch:', '0250', 'test cost=', '0.641442955')
('Epoch:', '0251', 'training cost=', '0.658926335')
('Epoch:', '0251', 'test cost=', '0.711444020')
('Epoch:', '0252', 'training cost=', '0.652916966')
('Epoch:', '0252', 'test cost=', '0.700730324')
('Epoch:', '0253', 'training cost=', '0.657133305')
('Epoch:', '0253', 'test cost=', '0.646620691')
('Epoch:', '0254', 'training cost=', '0.652370612')
('Epoch:', '0254', 'test cost=', '0.651994824')
('Epoch:', '0255', 'training cost=', '0.660907429')
('Epoch:', '0255', 'test cost=', '0.645454645')
('Epoch:', '0256', 'training cost=', '0.653802048')
('Epoch:', '0256', 'test cost=', '0.642080486')
('Epoch:', '0257', 'training cost=', '0.656182556')
('Epoch:', '0257', 'test cost=', '0.640809119')
('Epoch:', '0258', 'training cost=', '0.653110903')
('Epoch:', '0258', 'test cost=', '0.641499579')
('Epoch:', '0259', 'training cost=', '0.656752606')
('Epoch:', '0259', 'test cost=', '0.642450869')
('Epoch:', '0260', 'training cost=', '0.653837149')
('Epoch:', '0260', 'test cost=', '0.682502568')
('Epoch:', '0261', 'training cost=', '0.655653036')
('Epoch:', '0261', 'test cost=', '0.640959561')
('Epoch:', '0262', 'training cost=', '0.657077503')
('Epoch:', '0262', 'test cost=', '0.643826544')
('Epoch:', '0263', 'training cost=', '0.652984491')
('Epoch:', '0263', 'test cost=', '0.651346266')
('Epoch:', '0264', 'training cost=', '0.655786350')
('Epoch:', '0264', 'test cost=', '0.641313791')
('Epoch:', '0265', 'training cost=', '0.658788537')
('Epoch:', '0265', 'test cost=', '0.640840530')
('Epoch:', '0266', 'training cost=', '0.653661445')
('Epoch:', '0266', 'test cost=', '0.641241193')
('Epoch:', '0267', 'training cost=', '0.654231716')
('Epoch:', '0267', 'test cost=', '0.641437113')
('Epoch:', '0268', 'training cost=', '0.656427797')
('Epoch:', '0268', 'test cost=', '0.666368365')
('Epoch:', '0269', 'training cost=', '0.654463695')
('Epoch:', '0269', 'test cost=', '0.641897023')
('Epoch:', '0270', 'training cost=', '0.653409194')
('Epoch:', '0270', 'test cost=', '0.641931474')
('Epoch:', '0271', 'training cost=', '0.654051189')
('Epoch:', '0271', 'test cost=', '0.703859985')
('Epoch:', '0272', 'training cost=', '0.657670032')
('Epoch:', '0272', 'test cost=', '0.644353569')
('Epoch:', '0273', 'training cost=', '0.657940413')
('Epoch:', '0273', 'test cost=', '0.641335726')
('Epoch:', '0274', 'training cost=', '0.655277063')
('Epoch:', '0274', 'test cost=', '0.692291737')
('Epoch:', '0275', 'training cost=', '0.658419147')
('Epoch:', '0275', 'test cost=', '0.648063481')
('Epoch:', '0276', 'training cost=', '0.659892058')
('Epoch:', '0276', 'test cost=', '0.644780457')
('Epoch:', '0277', 'training cost=', '0.656479107')
('Epoch:', '0277', 'test cost=', '0.644007623')
('Epoch:', '0278', 'training cost=', '0.653106987')
('Epoch:', '0278', 'test cost=', '0.662119925')
('Epoch:', '0279', 'training cost=', '0.661802781')
('Epoch:', '0279', 'test cost=', '0.642772436')
('Epoch:', '0280', 'training cost=', '0.655484041')
('Epoch:', '0280', 'test cost=', '0.654092073')
('Epoch:', '0281', 'training cost=', '0.654863403')
('Epoch:', '0281', 'test cost=', '0.655912697')
('Epoch:', '0282', 'training cost=', '0.654137328')
('Epoch:', '0282', 'test cost=', '0.651459932')
('Epoch:', '0283', 'training cost=', '0.658362047')
('Epoch:', '0283', 'test cost=', '0.640825391')
('Epoch:', '0284', 'training cost=', '0.656868689')
('Epoch:', '0284', 'test cost=', '0.646537185')
('Epoch:', '0285', 'training cost=', '0.654751485')
('Epoch:', '0285', 'test cost=', '0.643677831')
('Epoch:', '0286', 'training cost=', '0.654242339')
('Epoch:', '0286', 'test cost=', '0.650775671')
('Epoch:', '0287', 'training cost=', '0.656622748')
('Epoch:', '0287', 'test cost=', '0.641017258')
('Epoch:', '0288', 'training cost=', '0.656532967')
('Epoch:', '0288', 'test cost=', '0.640893161')
('Epoch:', '0289', 'training cost=', '0.659856194')
('Epoch:', '0289', 'test cost=', '0.642642260')
('Epoch:', '0290', 'training cost=', '0.652757187')
('Epoch:', '0290', 'test cost=', '0.644475877')
('Epoch:', '0291', 'training cost=', '0.654017612')
('Epoch:', '0291', 'test cost=', '0.647005439')
('Epoch:', '0292', 'training cost=', '0.658394837')
('Epoch:', '0292', 'test cost=', '0.640860140')
('Epoch:', '0293', 'training cost=', '0.657176311')
('Epoch:', '0293', 'test cost=', '0.670214176')
('Epoch:', '0294', 'training cost=', '0.657508909')
('Epoch:', '0294', 'test cost=', '0.641914368')
('Epoch:', '0295', 'training cost=', '0.657546507')
('Epoch:', '0295', 'test cost=', '0.650905609')
('Epoch:', '0296', 'training cost=', '0.656127377')
('Epoch:', '0296', 'test cost=', '0.642511547')
('Epoch:', '0297', 'training cost=', '0.656878146')
('Epoch:', '0297', 'test cost=', '0.646597922')
('Epoch:', '0298', 'training cost=', '0.655246585')
('Epoch:', '0298', 'test cost=', '0.643446863')
('Epoch:', '0299', 'training cost=', '0.654849884')
('Epoch:', '0299', 'test cost=', '0.653755248')
('Epoch:', '0300', 'training cost=', '0.659902976')
('Epoch:', '0300', 'test cost=', '0.642111421')
('Epoch:', '0301', 'training cost=', '0.653070933')
('Epoch:', '0301', 'test cost=', '0.641365409')
('Epoch:', '0302', 'training cost=', '0.656795024')
('Epoch:', '0302', 'test cost=', '0.654909313')
('Epoch:', '0303', 'training cost=', '0.656665626')
('Epoch:', '0303', 'test cost=', '0.647541285')
('Epoch:', '0304', 'training cost=', '0.655644005')
('Epoch:', '0304', 'test cost=', '0.657651126')
('Epoch:', '0305', 'training cost=', '0.655372672')
('Epoch:', '0305', 'test cost=', '0.652896285')
('Epoch:', '0306', 'training cost=', '0.653517617')
('Epoch:', '0306', 'test cost=', '0.659329414')
('Epoch:', '0307', 'training cost=', '0.657473659')
('Epoch:', '0307', 'test cost=', '0.655420005')
('Epoch:', '0308', 'training cost=', '0.654476092')
('Epoch:', '0308', 'test cost=', '0.644784391')
('Epoch:', '0309', 'training cost=', '0.656956733')
('Epoch:', '0309', 'test cost=', '0.684419394')
('Epoch:', '0310', 'training cost=', '0.656841845')
('Epoch:', '0310', 'test cost=', '0.733221889')
('Epoch:', '0311', 'training cost=', '0.660611024')
('Epoch:', '0311', 'test cost=', '0.640828073')
('Epoch:', '0312', 'training cost=', '0.655988879')
('Epoch:', '0312', 'test cost=', '0.657354593')
('Epoch:', '0313', 'training cost=', '0.653066535')
('Epoch:', '0313', 'test cost=', '0.643526137')
('Epoch:', '0314', 'training cost=', '0.660693584')
('Epoch:', '0314', 'test cost=', '0.655439556')
('Epoch:', '0315', 'training cost=', '0.656771762')
('Epoch:', '0315', 'test cost=', '0.641130149')
('Epoch:', '0316', 'training cost=', '0.655602067')
('Epoch:', '0316', 'test cost=', '0.652434587')
('Epoch:', '0317', 'training cost=', '0.659248386')
('Epoch:', '0317', 'test cost=', '0.641077936')
('Epoch:', '0318', 'training cost=', '0.656787042')
('Epoch:', '0318', 'test cost=', '0.644600451')
('Epoch:', '0319', 'training cost=', '0.656095026')
('Epoch:', '0319', 'test cost=', '0.653394699')
('Epoch:', '0320', 'training cost=', '0.653905962')
('Epoch:', '0320', 'test cost=', '0.641006589')
('Epoch:', '0321', 'training cost=', '0.659354737')
('Epoch:', '0321', 'test cost=', '0.640859008')
('Epoch:', '0322', 'training cost=', '0.659438229')
('Epoch:', '0322', 'test cost=', '0.662975788')
('Epoch:', '0323', 'training cost=', '0.651648919')
('Epoch:', '0323', 'test cost=', '0.641171157')
('Epoch:', '0324', 'training cost=', '0.660790838')
('Epoch:', '0324', 'test cost=', '0.653800905')
('Epoch:', '0325', 'training cost=', '0.656070757')
('Epoch:', '0325', 'test cost=', '0.645185530')
('Epoch:', '0326', 'training cost=', '0.654917914')
('Epoch:', '0326', 'test cost=', '0.640872240')
('Epoch:', '0327', 'training cost=', '0.653760306')
('Epoch:', '0327', 'test cost=', '0.643035233')
('Epoch:', '0328', 'training cost=', '0.657691537')
('Epoch:', '0328', 'test cost=', '0.675062537')
('Epoch:', '0329', 'training cost=', '0.655729765')
('Epoch:', '0329', 'test cost=', '0.641396701')
('Epoch:', '0330', 'training cost=', '0.654616471')
('Epoch:', '0330', 'test cost=', '0.641284823')
('Epoch:', '0331', 'training cost=', '0.657923751')
('Epoch:', '0331', 'test cost=', '0.642356515')
('Epoch:', '0332', 'training cost=', '0.660691623')
('Epoch:', '0332', 'test cost=', '0.642354667')
('Epoch:', '0333', 'training cost=', '0.655541812')
('Epoch:', '0333', 'test cost=', '0.643584549')
('Epoch:', '0334', 'training cost=', '0.657108872')
('Epoch:', '0334', 'test cost=', '0.645867825')
('Epoch:', '0335', 'training cost=', '0.656029647')
('Epoch:', '0335', 'test cost=', '0.665118337')
('Epoch:', '0336', 'training cost=', '0.654972408')
('Epoch:', '0336', 'test cost=', '0.671557069')
('Epoch:', '0337', 'training cost=', '0.660383071')
('Epoch:', '0337', 'test cost=', '0.643875659')
('Epoch:', '0338', 'training cost=', '0.654933190')
('Epoch:', '0338', 'test cost=', '0.662010252')
('Epoch:', '0339', 'training cost=', '0.654260804')
('Epoch:', '0339', 'test cost=', '0.653515399')
('Epoch:', '0340', 'training cost=', '0.655877299')
('Epoch:', '0340', 'test cost=', '0.644218624')
('Epoch:', '0341', 'training cost=', '0.658255356')
('Epoch:', '0341', 'test cost=', '0.645755947')
('Epoch:', '0342', 'training cost=', '0.657333620')
('Epoch:', '0342', 'test cost=', '0.670022488')
('Epoch:', '0343', 'training cost=', '0.652766241')
('Epoch:', '0343', 'test cost=', '0.642890990')
('Epoch:', '0344', 'training cost=', '0.656680869')
('Epoch:', '0344', 'test cost=', '0.642286479')
('Epoch:', '0345', 'training cost=', '0.657615632')
('Epoch:', '0345', 'test cost=', '0.644702315')
('Epoch:', '0346', 'training cost=', '0.658138989')
('Epoch:', '0346', 'test cost=', '0.655962586')
('Epoch:', '0347', 'training cost=', '0.654780925')
('Epoch:', '0347', 'test cost=', '0.642518818')
('Epoch:', '0348', 'training cost=', '0.656239833')
('Epoch:', '0348', 'test cost=', '0.659336209')
('Epoch:', '0349', 'training cost=', '0.656471909')
('Epoch:', '0349', 'test cost=', '0.662521482')
('Epoch:', '0350', 'training cost=', '0.654653519')
('Epoch:', '0350', 'test cost=', '0.643691778')
('Epoch:', '0351', 'training cost=', '0.656994463')
('Epoch:', '0351', 'test cost=', '0.708116472')
('Epoch:', '0352', 'training cost=', '0.656391395')
('Epoch:', '0352', 'test cost=', '0.662262022')
('Epoch:', '0353', 'training cost=', '0.656851955')
('Epoch:', '0353', 'test cost=', '0.722544491')
('Epoch:', '0354', 'training cost=', '0.656261805')
('Epoch:', '0354', 'test cost=', '0.648734570')
('Epoch:', '0355', 'training cost=', '0.658401702')
('Epoch:', '0355', 'test cost=', '0.642720342')
('Epoch:', '0356', 'training cost=', '0.655871870')
('Epoch:', '0356', 'test cost=', '0.642364264')
('Epoch:', '0357', 'training cost=', '0.654852668')
('Epoch:', '0357', 'test cost=', '0.667338431')
('Epoch:', '0358', 'training cost=', '0.657608935')
('Epoch:', '0358', 'test cost=', '0.726662993')
('Epoch:', '0359', 'training cost=', '0.653512080')
('Epoch:', '0359', 'test cost=', '0.673307478')
('Epoch:', '0360', 'training cost=', '0.657902674')
('Epoch:', '0360', 'test cost=', '0.640830278')
('Epoch:', '0361', 'training cost=', '0.656684558')
('Epoch:', '0361', 'test cost=', '0.652312875')
('Epoch:', '0362', 'training cost=', '0.657791663')
('Epoch:', '0362', 'test cost=', '0.640780151')
('Epoch:', '0363', 'training cost=', '0.656865047')
('Epoch:', '0363', 'test cost=', '0.643676281')
('Epoch:', '0364', 'training cost=', '0.652914952')
('Epoch:', '0364', 'test cost=', '0.641206264')
('Epoch:', '0365', 'training cost=', '0.658653181')
('Epoch:', '0365', 'test cost=', '0.643311501')
('Epoch:', '0366', 'training cost=', '0.655040245')
('Epoch:', '0366', 'test cost=', '0.660305738')
('Epoch:', '0367', 'training cost=', '0.655482381')
('Epoch:', '0367', 'test cost=', '0.642076492')
('Epoch:', '0368', 'training cost=', '0.659045571')
('Epoch:', '0368', 'test cost=', '0.645658553')
('Epoch:', '0369', 'training cost=', '0.653850861')
('Epoch:', '0369', 'test cost=', '0.642391920')
('Epoch:', '0370', 'training cost=', '0.660980226')
('Epoch:', '0370', 'test cost=', '0.641541362')
('Epoch:', '0371', 'training cost=', '0.658070629')
('Epoch:', '0371', 'test cost=', '0.658965170')
('Epoch:', '0372', 'training cost=', '0.656035794')
('Epoch:', '0372', 'test cost=', '0.650980949')
('Epoch:', '0373', 'training cost=', '0.659013453')
('Epoch:', '0373', 'test cost=', '0.641308606')
('Epoch:', '0374', 'training cost=', '0.653830396')
('Epoch:', '0374', 'test cost=', '0.641239643')
('Epoch:', '0375', 'training cost=', '0.659542212')
('Epoch:', '0375', 'test cost=', '0.704486132')
('Epoch:', '0376', 'training cost=', '0.656306036')
('Epoch:', '0376', 'test cost=', '0.720583618')
('Epoch:', '0377', 'training cost=', '0.653989340')
('Epoch:', '0377', 'test cost=', '0.640820980')
('Epoch:', '0378', 'training cost=', '0.659040114')
('Epoch:', '0378', 'test cost=', '0.643671215')
('Epoch:', '0379', 'training cost=', '0.658244211')
('Epoch:', '0379', 'test cost=', '0.712320387')
('Epoch:', '0380', 'training cost=', '0.661792662')
('Epoch:', '0380', 'test cost=', '0.653768480')
('Epoch:', '0381', 'training cost=', '0.655325192')
('Epoch:', '0381', 'test cost=', '0.641734600')
('Epoch:', '0382', 'training cost=', '0.658419721')
('Epoch:', '0382', 'test cost=', '0.641228378')
('Epoch:', '0383', 'training cost=', '0.656625669')
('Epoch:', '0383', 'test cost=', '0.649373531')
('Epoch:', '0384', 'training cost=', '0.657453894')
('Epoch:', '0384', 'test cost=', '0.641881347')
('Epoch:', '0385', 'training cost=', '0.660477339')
('Epoch:', '0385', 'test cost=', '0.644157708')
('Epoch:', '0386', 'training cost=', '0.657405672')
('Epoch:', '0386', 'test cost=', '0.640867591')
('Epoch:', '0387', 'training cost=', '0.654647392')
('Epoch:', '0387', 'test cost=', '0.655145168')
('Epoch:', '0388', 'training cost=', '0.660072516')
('Epoch:', '0388', 'test cost=', '0.640840888')
('Epoch:', '0389', 'training cost=', '0.653938625')
('Epoch:', '0389', 'test cost=', '0.659361064')
('Epoch:', '0390', 'training cost=', '0.657316899')
('Epoch:', '0390', 'test cost=', '0.640847743')
('Epoch:', '0391', 'training cost=', '0.658426773')
('Epoch:', '0391', 'test cost=', '0.661201894')
('Epoch:', '0392', 'training cost=', '0.658418991')
('Epoch:', '0392', 'test cost=', '0.674579501')
('Epoch:', '0393', 'training cost=', '0.656089646')
('Epoch:', '0393', 'test cost=', '0.640842378')
('Epoch:', '0394', 'training cost=', '0.658613076')
('Epoch:', '0394', 'test cost=', '0.640838504')
('Epoch:', '0395', 'training cost=', '0.657065055')
('Epoch:', '0395', 'test cost=', '0.650122166')
('Epoch:', '0396', 'training cost=', '0.657451626')
('Epoch:', '0396', 'test cost=', '0.648204207')
('Epoch:', '0397', 'training cost=', '0.655859033')
('Epoch:', '0397', 'test cost=', '0.672398329')
('Epoch:', '0398', 'training cost=', '0.652143604')
('Epoch:', '0398', 'test cost=', '0.640825927')
('Epoch:', '0399', 'training cost=', '0.652978008')
('Epoch:', '0399', 'test cost=', '0.658860266')
('Epoch:', '0400', 'training cost=', '0.660171278')
('Epoch:', '0400', 'test cost=', '0.659218729')
('Epoch:', '0401', 'training cost=', '0.659656891')
('Epoch:', '0401', 'test cost=', '0.656584978')
('Epoch:', '0402', 'training cost=', '0.654909241')
('Epoch:', '0402', 'test cost=', '0.643995047')
('Epoch:', '0403', 'training cost=', '0.654582932')
('Epoch:', '0403', 'test cost=', '0.711435139')
('Epoch:', '0404', 'training cost=', '0.654692245')
('Epoch:', '0404', 'test cost=', '0.648495436')
('Epoch:', '0405', 'training cost=', '0.655269974')
('Epoch:', '0405', 'test cost=', '0.640934169')
('Epoch:', '0406', 'training cost=', '0.657223356')
('Epoch:', '0406', 'test cost=', '0.662753344')
('Epoch:', '0407', 'training cost=', '0.659514856')
('Epoch:', '0407', 'test cost=', '0.644703090')
('Epoch:', '0408', 'training cost=', '0.657126639')
('Epoch:', '0408', 'test cost=', '0.654499710')
('Epoch:', '0409', 'training cost=', '0.653085345')
('Epoch:', '0409', 'test cost=', '0.648104608')
('Epoch:', '0410', 'training cost=', '0.657127162')
('Epoch:', '0410', 'test cost=', '0.641054988')
('Epoch:', '0411', 'training cost=', '0.659774523')
('Epoch:', '0411', 'test cost=', '0.641487181')
('Epoch:', '0412', 'training cost=', '0.655499913')
('Epoch:', '0412', 'test cost=', '0.684486389')
('Epoch:', '0413', 'training cost=', '0.659982178')
('Epoch:', '0413', 'test cost=', '0.644222915')
('Epoch:', '0414', 'training cost=', '0.658406116')
('Epoch:', '0414', 'test cost=', '0.658476174')
('Epoch:', '0415', 'training cost=', '0.657677065')
('Epoch:', '0415', 'test cost=', '0.652790189')
('Epoch:', '0416', 'training cost=', '0.654183103')
('Epoch:', '0416', 'test cost=', '0.644107282')
('Epoch:', '0417', 'training cost=', '0.657749975')
('Epoch:', '0417', 'test cost=', '0.680716634')
('Epoch:', '0418', 'training cost=', '0.656073655')
('Epoch:', '0418', 'test cost=', '0.653647542')
('Epoch:', '0419', 'training cost=', '0.655036430')
('Epoch:', '0419', 'test cost=', '0.656142414')
('Epoch:', '0420', 'training cost=', '0.656689184')
('Epoch:', '0420', 'test cost=', '0.641253769')
('Epoch:', '0421', 'training cost=', '0.656191890')
('Epoch:', '0421', 'test cost=', '0.667056084')
('Epoch:', '0422', 'training cost=', '0.655651802')
('Epoch:', '0422', 'test cost=', '0.667283714')
('Epoch:', '0423', 'training cost=', '0.660950044')
('Epoch:', '0423', 'test cost=', '0.686120629')
('Epoch:', '0424', 'training cost=', '0.654273860')
('Epoch:', '0424', 'test cost=', '0.641783535')
('Epoch:', '0425', 'training cost=', '0.657924995')
('Epoch:', '0425', 'test cost=', '0.653032839')
('Epoch:', '0426', 'training cost=', '0.655341605')
('Epoch:', '0426', 'test cost=', '0.645694375')
('Epoch:', '0427', 'training cost=', '0.655971942')
('Epoch:', '0427', 'test cost=', '0.649586022')
('Epoch:', '0428', 'training cost=', '0.657067406')
('Epoch:', '0428', 'test cost=', '0.661968768')
('Epoch:', '0429', 'training cost=', '0.655673230')
('Epoch:', '0429', 'test cost=', '0.646853507')
('Epoch:', '0430', 'training cost=', '0.657467160')
('Epoch:', '0430', 'test cost=', '0.646502674')
('Epoch:', '0431', 'training cost=', '0.657866427')
('Epoch:', '0431', 'test cost=', '0.807258904')
('Epoch:', '0432', 'training cost=', '0.652375405')
('Epoch:', '0432', 'test cost=', '0.644488454')
('Epoch:', '0433', 'training cost=', '0.656591751')
('Epoch:', '0433', 'test cost=', '0.647265553')
('Epoch:', '0434', 'training cost=', '0.655697968')
('Epoch:', '0434', 'test cost=', '0.645706475')
('Epoch:', '0435', 'training cost=', '0.656276179')
('Epoch:', '0435', 'test cost=', '0.661551952')
('Epoch:', '0436', 'training cost=', '0.657297407')
('Epoch:', '0436', 'test cost=', '0.641195655')
('Epoch:', '0437', 'training cost=', '0.654932395')
('Epoch:', '0437', 'test cost=', '0.640888512')
('Epoch:', '0438', 'training cost=', '0.650943369')
('Epoch:', '0438', 'test cost=', '0.654548407')
('Epoch:', '0439', 'training cost=', '0.659441716')
('Epoch:', '0439', 'test cost=', '0.648131013')
('Epoch:', '0440', 'training cost=', '0.657979192')
('Epoch:', '0440', 'test cost=', '0.647098422')
('Epoch:', '0441', 'training cost=', '0.654243356')
('Epoch:', '0441', 'test cost=', '0.653360963')
('Epoch:', '0442', 'training cost=', '0.653580239')
('Epoch:', '0442', 'test cost=', '0.653203487')
('Epoch:', '0443', 'training cost=', '0.660067712')
('Epoch:', '0443', 'test cost=', '0.640891790')
('Epoch:', '0444', 'training cost=', '0.657124618')
('Epoch:', '0444', 'test cost=', '0.643397033')
('Epoch:', '0445', 'training cost=', '0.658279647')
('Epoch:', '0445', 'test cost=', '0.644593358')
('Epoch:', '0446', 'training cost=', '0.656042113')
('Epoch:', '0446', 'test cost=', '0.640903413')
('Epoch:', '0447', 'training cost=', '0.655565236')
('Epoch:', '0447', 'test cost=', '0.645765781')
('Epoch:', '0448', 'training cost=', '0.658453061')
('Epoch:', '0448', 'test cost=', '0.644839764')
