Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([366]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 0.0001]), u'beta': array([ 100.])}
('Epoch:', '0246', 'training cost=', '0.640473523')
('Epoch:', '0246', 'test cost=', '0.640782058')
('Epoch:', '0247', 'training cost=', '0.639982719')
('Epoch:', '0247', 'test cost=', '0.640819311')
('Epoch:', '0248', 'training cost=', '0.643568959')
('Epoch:', '0248', 'test cost=', '0.640810430')
('Epoch:', '0249', 'training cost=', '0.642365613')
('Epoch:', '0249', 'test cost=', '0.640806258')
('Epoch:', '0250', 'training cost=', '0.640975940')
('Epoch:', '0250', 'test cost=', '0.640763938')
('Epoch:', '0251', 'training cost=', '0.643482215')
('Epoch:', '0251', 'test cost=', '0.640822470')
('Epoch:', '0252', 'training cost=', '0.642738702')
('Epoch:', '0252', 'test cost=', '0.640820146')
('Epoch:', '0253', 'training cost=', '0.642173094')
('Epoch:', '0253', 'test cost=', '0.640844584')
('Epoch:', '0254', 'training cost=', '0.642500617')
('Epoch:', '0254', 'test cost=', '0.640787721')
('Epoch:', '0255', 'training cost=', '0.643504116')
('Epoch:', '0255', 'test cost=', '0.640810132')
('Epoch:', '0256', 'training cost=', '0.642516359')
('Epoch:', '0256', 'test cost=', '0.640823901')
('Epoch:', '0257', 'training cost=', '0.643607669')
('Epoch:', '0257', 'test cost=', '0.640838623')
('Epoch:', '0258', 'training cost=', '0.642332924')
('Epoch:', '0258', 'test cost=', '0.640803099')
('Epoch:', '0259', 'training cost=', '0.641463700')
('Epoch:', '0259', 'test cost=', '0.640775025')
('Epoch:', '0260', 'training cost=', '0.641803802')
('Epoch:', '0260', 'test cost=', '0.640815735')
('Epoch:', '0261', 'training cost=', '0.641731786')
('Epoch:', '0261', 'test cost=', '0.640807569')
('Epoch:', '0262', 'training cost=', '0.640191010')
('Epoch:', '0262', 'test cost=', '0.640805244')
('Epoch:', '0263', 'training cost=', '0.642523626')
('Epoch:', '0263', 'test cost=', '0.640822053')
('Epoch:', '0264', 'training cost=', '0.641456732')
('Epoch:', '0264', 'test cost=', '0.640803039')
('Epoch:', '0265', 'training cost=', '0.642793053')
('Epoch:', '0265', 'test cost=', '0.640804410')
('Epoch:', '0266', 'training cost=', '0.642336321')
('Epoch:', '0266', 'test cost=', '0.640818775')
('Epoch:', '0267', 'training cost=', '0.643419009')
('Epoch:', '0267', 'test cost=', '0.640775800')
('Epoch:', '0268', 'training cost=', '0.641496575')
('Epoch:', '0268', 'test cost=', '0.640800416')
('Epoch:', '0269', 'training cost=', '0.642436145')
('Epoch:', '0269', 'test cost=', '0.640817165')
('Epoch:', '0270', 'training cost=', '0.641076935')
('Epoch:', '0270', 'test cost=', '0.640799165')
('Epoch:', '0271', 'training cost=', '0.642976189')
('Epoch:', '0271', 'test cost=', '0.640829742')
('Epoch:', '0272', 'training cost=', '0.641682630')
('Epoch:', '0272', 'test cost=', '0.640794337')
('Epoch:', '0273', 'training cost=', '0.641036068')
('Epoch:', '0273', 'test cost=', '0.640816033')
('Epoch:', '0274', 'training cost=', '0.641074153')
('Epoch:', '0274', 'test cost=', '0.640801787')
('Epoch:', '0275', 'training cost=', '0.641784207')
('Epoch:', '0275', 'test cost=', '0.640823007')
('Epoch:', '0276', 'training cost=', '0.642992386')
('Epoch:', '0276', 'test cost=', '0.640831172')
('Epoch:', '0277', 'training cost=', '0.642673269')
('Epoch:', '0277', 'test cost=', '0.640816808')
('Epoch:', '0278', 'training cost=', '0.642244613')
('Epoch:', '0278', 'test cost=', '0.640785038')
('Epoch:', '0279', 'training cost=', '0.640961159')
('Epoch:', '0279', 'test cost=', '0.640836418')
('Epoch:', '0280', 'training cost=', '0.643570345')
('Epoch:', '0280', 'test cost=', '0.640794098')
('Epoch:', '0281', 'training cost=', '0.641832601')
('Epoch:', '0281', 'test cost=', '0.640777230')
('Epoch:', '0282', 'training cost=', '0.642360635')
('Epoch:', '0282', 'test cost=', '0.640830755')
('Epoch:', '0283', 'training cost=', '0.642730289')
('Epoch:', '0283', 'test cost=', '0.640846074')
('Epoch:', '0284', 'training cost=', '0.642567551')
('Epoch:', '0284', 'test cost=', '0.640850902')
('Epoch:', '0285', 'training cost=', '0.643308468')
('Epoch:', '0285', 'test cost=', '0.640856862')
('Epoch:', '0286', 'training cost=', '0.642609857')
('Epoch:', '0286', 'test cost=', '0.640823722')
('Epoch:', '0287', 'training cost=', '0.642751649')
('Epoch:', '0287', 'test cost=', '0.640816450')
('Epoch:', '0288', 'training cost=', '0.644466439')
('Epoch:', '0288', 'test cost=', '0.640859306')
('Epoch:', '0289', 'training cost=', '0.643299558')
('Epoch:', '0289', 'test cost=', '0.640825868')
('Epoch:', '0290', 'training cost=', '0.642721856')
('Epoch:', '0290', 'test cost=', '0.640826404')
('Epoch:', '0291', 'training cost=', '0.642216218')
('Epoch:', '0291', 'test cost=', '0.640820146')
('Epoch:', '0292', 'training cost=', '0.640909072')
('Epoch:', '0292', 'test cost=', '0.640790582')
('Epoch:', '0293', 'training cost=', '0.641928384')
('Epoch:', '0293', 'test cost=', '0.640851974')
('Epoch:', '0294', 'training cost=', '0.641959481')
('Epoch:', '0294', 'test cost=', '0.640828311')
('Epoch:', '0295', 'training cost=', '0.641615426')
('Epoch:', '0295', 'test cost=', '0.640824735')
('Epoch:', '0296', 'training cost=', '0.642188850')
('Epoch:', '0296', 'test cost=', '0.640818715')
('Epoch:', '0297', 'training cost=', '0.643705993')
('Epoch:', '0297', 'test cost=', '0.640829027')
('Epoch:', '0298', 'training cost=', '0.640802176')
('Epoch:', '0298', 'test cost=', '0.640829802')
('Epoch:', '0299', 'training cost=', '0.643762611')
('Epoch:', '0299', 'test cost=', '0.640813708')
('Epoch:', '0300', 'training cost=', '0.642750865')
('Epoch:', '0300', 'test cost=', '0.640844345')
('Epoch:', '0301', 'training cost=', '0.642803624')
('Epoch:', '0301', 'test cost=', '0.640830278')
('Epoch:', '0302', 'training cost=', '0.641752132')
('Epoch:', '0302', 'test cost=', '0.640829325')
('Epoch:', '0303', 'training cost=', '0.641642495')
('Epoch:', '0303', 'test cost=', '0.640778303')
('Epoch:', '0304', 'training cost=', '0.641317619')
('Epoch:', '0304', 'test cost=', '0.640821159')
('Epoch:', '0305', 'training cost=', '0.642196587')
('Epoch:', '0305', 'test cost=', '0.640819252')
('Epoch:', '0306', 'training cost=', '0.641077902')
('Epoch:', '0306', 'test cost=', '0.640793383')
('Epoch:', '0307', 'training cost=', '0.644480521')
('Epoch:', '0307', 'test cost=', '0.640835345')
('Epoch:', '0308', 'training cost=', '0.642290496')
('Epoch:', '0308', 'test cost=', '0.640844464')
('Epoch:', '0309', 'training cost=', '0.642584916')
('Epoch:', '0309', 'test cost=', '0.640841424')
('Epoch:', '0310', 'training cost=', '0.642745303')
('Epoch:', '0310', 'test cost=', '0.640825212')
('Epoch:', '0311', 'training cost=', '0.642326369')
('Epoch:', '0311', 'test cost=', '0.640824199')
('Epoch:', '0312', 'training cost=', '0.643057313')
('Epoch:', '0312', 'test cost=', '0.640818417')
('Epoch:', '0313', 'training cost=', '0.640786645')
('Epoch:', '0313', 'test cost=', '0.640812814')
('Epoch:', '0314', 'training cost=', '0.642224372')
('Epoch:', '0314', 'test cost=', '0.640806019')
('Epoch:', '0315', 'training cost=', '0.641259753')
('Epoch:', '0315', 'test cost=', '0.640773952')
('Epoch:', '0316', 'training cost=', '0.642846899')
('Epoch:', '0316', 'test cost=', '0.640793264')
('Epoch:', '0317', 'training cost=', '0.641783347')
('Epoch:', '0317', 'test cost=', '0.640791237')
('Epoch:', '0318', 'training cost=', '0.643064826')
('Epoch:', '0318', 'test cost=', '0.640830636')
('Epoch:', '0319', 'training cost=', '0.642094446')
('Epoch:', '0319', 'test cost=', '0.640828252')
('Epoch:', '0320', 'training cost=', '0.640475663')
('Epoch:', '0320', 'test cost=', '0.640830040')
('Epoch:', '0321', 'training cost=', '0.641406040')
('Epoch:', '0321', 'test cost=', '0.640815318')
('Epoch:', '0322', 'training cost=', '0.642999778')
('Epoch:', '0322', 'test cost=', '0.640806079')
('Epoch:', '0323', 'training cost=', '0.641515915')
('Epoch:', '0323', 'test cost=', '0.640778005')
('Epoch:', '0324', 'training cost=', '0.640129356')
('Epoch:', '0324', 'test cost=', '0.640826762')
('Epoch:', '0325', 'training cost=', '0.642243592')
('Epoch:', '0325', 'test cost=', '0.640804529')
('Epoch:', '0326', 'training cost=', '0.641374691')
('Epoch:', '0326', 'test cost=', '0.640780330')
('Epoch:', '0327', 'training cost=', '0.642143136')
('Epoch:', '0327', 'test cost=', '0.640783608')
('Epoch:', '0328', 'training cost=', '0.641249959')
('Epoch:', '0328', 'test cost=', '0.640806615')
('Epoch:', '0329', 'training cost=', '0.643455706')
('Epoch:', '0329', 'test cost=', '0.640834391')
('Epoch:', '0330', 'training cost=', '0.642902548')
('Epoch:', '0330', 'test cost=', '0.640830159')
('Epoch:', '0331', 'training cost=', '0.643020938')
('Epoch:', '0331', 'test cost=', '0.640833676')
('Epoch:', '0332', 'training cost=', '0.641519961')
('Epoch:', '0332', 'test cost=', '0.640843630')
('Epoch:', '0333', 'training cost=', '0.643039557')
('Epoch:', '0333', 'test cost=', '0.640841007')
('Epoch:', '0334', 'training cost=', '0.642495296')
('Epoch:', '0334', 'test cost=', '0.640791714')
('Epoch:', '0335', 'training cost=', '0.642664398')
('Epoch:', '0335', 'test cost=', '0.640832007')
('Epoch:', '0336', 'training cost=', '0.642642195')
('Epoch:', '0336', 'test cost=', '0.640814185')
('Epoch:', '0337', 'training cost=', '0.641749692')
('Epoch:', '0337', 'test cost=', '0.640828907')
('Epoch:', '0338', 'training cost=', '0.640669589')
('Epoch:', '0338', 'test cost=', '0.640810668')
('Epoch:', '0339', 'training cost=', '0.641757548')
('Epoch:', '0339', 'test cost=', '0.640794992')
('Epoch:', '0340', 'training cost=', '0.641878275')
('Epoch:', '0340', 'test cost=', '0.640788376')
('Epoch:', '0341', 'training cost=', '0.642476555')
('Epoch:', '0341', 'test cost=', '0.640829802')
('Epoch:', '0342', 'training cost=', '0.642595836')
('Epoch:', '0342', 'test cost=', '0.640851021')
('Epoch:', '0343', 'training cost=', '0.642292939')
('Epoch:', '0343', 'test cost=', '0.640817165')
('Epoch:', '0344', 'training cost=', '0.642427466')
('Epoch:', '0344', 'test cost=', '0.640820146')
('Epoch:', '0345', 'training cost=', '0.642157842')
('Epoch:', '0345', 'test cost=', '0.640837967')
('Epoch:', '0346', 'training cost=', '0.642797662')
('Epoch:', '0346', 'test cost=', '0.640819252')
('Epoch:', '0347', 'training cost=', '0.641958045')
('Epoch:', '0347', 'test cost=', '0.640778959')
('Epoch:', '0348', 'training cost=', '0.642263952')
('Epoch:', '0348', 'test cost=', '0.640785277')
('Epoch:', '0349', 'training cost=', '0.641255347')
('Epoch:', '0349', 'test cost=', '0.640811443')
('Epoch:', '0350', 'training cost=', '0.642120402')
('Epoch:', '0350', 'test cost=', '0.640833616')
('Epoch:', '0351', 'training cost=', '0.642722922')
('Epoch:', '0351', 'test cost=', '0.640806019')
('Epoch:', '0352', 'training cost=', '0.641008896')
('Epoch:', '0352', 'test cost=', '0.640824974')
('Epoch:', '0353', 'training cost=', '0.641658701')
('Epoch:', '0353', 'test cost=', '0.640851319')
('Epoch:', '0354', 'training cost=', '0.641519453')
('Epoch:', '0354', 'test cost=', '0.640796363')
('Epoch:', '0355', 'training cost=', '0.643369700')
('Epoch:', '0355', 'test cost=', '0.640836418')
('Epoch:', '0356', 'training cost=', '0.644582289')
('Epoch:', '0356', 'test cost=', '0.640815556')
('Epoch:', '0357', 'training cost=', '0.641940913')
('Epoch:', '0357', 'test cost=', '0.640801072')
('Epoch:', '0358', 'training cost=', '0.642645338')
('Epoch:', '0358', 'test cost=', '0.640794158')
('Epoch:', '0359', 'training cost=', '0.642186367')
('Epoch:', '0359', 'test cost=', '0.640788555')
('Epoch:', '0360', 'training cost=', '0.641448541')
('Epoch:', '0360', 'test cost=', '0.640808105')
('Epoch:', '0361', 'training cost=', '0.641433589')
('Epoch:', '0361', 'test cost=', '0.640799165')
('Epoch:', '0362', 'training cost=', '0.640992644')
('Epoch:', '0362', 'test cost=', '0.640788257')
('Epoch:', '0363', 'training cost=', '0.643432192')
('Epoch:', '0363', 'test cost=', '0.640834868')
('Epoch:', '0364', 'training cost=', '0.643134666')
('Epoch:', '0364', 'test cost=', '0.640832782')
('Epoch:', '0365', 'training cost=', '0.641837866')
('Epoch:', '0365', 'test cost=', '0.640805781')
('Epoch:', '0366', 'training cost=', '0.640437836')
('Epoch:', '0366', 'test cost=', '0.640835643')
('Epoch:', '0367', 'training cost=', '0.641492617')
('Epoch:', '0367', 'test cost=', '0.640784204')
('Epoch:', '0368', 'training cost=', '0.641180012')
('Epoch:', '0368', 'test cost=', '0.640832126')
('Epoch:', '0369', 'training cost=', '0.642328203')
('Epoch:', '0369', 'test cost=', '0.640782177')
('Epoch:', '0370', 'training cost=', '0.644654834')
('Epoch:', '0370', 'test cost=', '0.640833795')
('Epoch:', '0371', 'training cost=', '0.641934931')
('Epoch:', '0371', 'test cost=', '0.640773416')
('Epoch:', '0372', 'training cost=', '0.641620892')
('Epoch:', '0372', 'test cost=', '0.640794158')
('Epoch:', '0373', 'training cost=', '0.641892005')
('Epoch:', '0373', 'test cost=', '0.640831411')
('Epoch:', '0374', 'training cost=', '0.641083123')
('Epoch:', '0374', 'test cost=', '0.640818357')
('Epoch:', '0375', 'training cost=', '0.642942786')
('Epoch:', '0375', 'test cost=', '0.640800416')
('Epoch:', '0376', 'training cost=', '0.642470594')
('Epoch:', '0376', 'test cost=', '0.640857279')
('Epoch:', '0377', 'training cost=', '0.643251733')
('Epoch:', '0377', 'test cost=', '0.640837610')
('Epoch:', '0378', 'training cost=', '0.643154774')
('Epoch:', '0378', 'test cost=', '0.640869915')
('Epoch:', '0379', 'training cost=', '0.640686916')
('Epoch:', '0379', 'test cost=', '0.640802681')
('Epoch:', '0380', 'training cost=', '0.640617031')
('Epoch:', '0380', 'test cost=', '0.640798330')
('Epoch:', '0381', 'training cost=', '0.642897343')
('Epoch:', '0381', 'test cost=', '0.640830159')
('Epoch:', '0382', 'training cost=', '0.643595737')
('Epoch:', '0382', 'test cost=', '0.640851617')
('Epoch:', '0383', 'training cost=', '0.642824324')
('Epoch:', '0383', 'test cost=', '0.640818417')
('Epoch:', '0384', 'training cost=', '0.641251470')
('Epoch:', '0384', 'test cost=', '0.640814662')
('Epoch:', '0385', 'training cost=', '0.642514798')
('Epoch:', '0385', 'test cost=', '0.640790284')
('Epoch:', '0386', 'training cost=', '0.643091564')
('Epoch:', '0386', 'test cost=', '0.640828133')
('Epoch:', '0387', 'training cost=', '0.641355889')
('Epoch:', '0387', 'test cost=', '0.640811384')
('Epoch:', '0388', 'training cost=', '0.642186273')
('Epoch:', '0388', 'test cost=', '0.640800297')
('Epoch:', '0389', 'training cost=', '0.643622746')
('Epoch:', '0389', 'test cost=', '0.640829146')
('Epoch:', '0390', 'training cost=', '0.641974596')
('Epoch:', '0390', 'test cost=', '0.640820920')
('Epoch:', '0391', 'training cost=', '0.640448496')
('Epoch:', '0391', 'test cost=', '0.640800118')
('Epoch:', '0392', 'training cost=', '0.642786475')
('Epoch:', '0392', 'test cost=', '0.640843570')
('Epoch:', '0393', 'training cost=', '0.643459240')
('Epoch:', '0393', 'test cost=', '0.640826881')
('Epoch:', '0394', 'training cost=', '0.643133400')
('Epoch:', '0394', 'test cost=', '0.640851676')
('Epoch:', '0395', 'training cost=', '0.640119564')
('Epoch:', '0395', 'test cost=', '0.640766680')
('Epoch:', '0396', 'training cost=', '0.642481747')
('Epoch:', '0396', 'test cost=', '0.640838981')
('Epoch:', '0397', 'training cost=', '0.641294145')
('Epoch:', '0397', 'test cost=', '0.640803874')
('Epoch:', '0398', 'training cost=', '0.643989331')
('Epoch:', '0398', 'test cost=', '0.640804172')
('Epoch:', '0399', 'training cost=', '0.641211900')
('Epoch:', '0399', 'test cost=', '0.640828431')
('Epoch:', '0400', 'training cost=', '0.641892577')
('Epoch:', '0400', 'test cost=', '0.640776873')
('Epoch:', '0401', 'training cost=', '0.644548550')
('Epoch:', '0401', 'test cost=', '0.640815556')
('Epoch:', '0402', 'training cost=', '0.642114073')
('Epoch:', '0402', 'test cost=', '0.640794039')
('Epoch:', '0403', 'training cost=', '0.642976571')
('Epoch:', '0403', 'test cost=', '0.640857279')
('Epoch:', '0404', 'training cost=', '0.642079651')
('Epoch:', '0404', 'test cost=', '0.640793562')
('Epoch:', '0405', 'training cost=', '0.641793821')
('Epoch:', '0405', 'test cost=', '0.640841961')
('Epoch:', '0406', 'training cost=', '0.642420908')
('Epoch:', '0406', 'test cost=', '0.640832484')
('Epoch:', '0407', 'training cost=', '0.643363589')
('Epoch:', '0407', 'test cost=', '0.640826523')
('Epoch:', '0408', 'training cost=', '0.642933717')
('Epoch:', '0408', 'test cost=', '0.640847743')
('Epoch:', '0409', 'training cost=', '0.641651127')
('Epoch:', '0409', 'test cost=', '0.640836239')
('Epoch:', '0410', 'training cost=', '0.642629034')
('Epoch:', '0410', 'test cost=', '0.640824318')
('Epoch:', '0411', 'training cost=', '0.641053634')
('Epoch:', '0411', 'test cost=', '0.640794218')
('Epoch:', '0412', 'training cost=', '0.641227646')
('Epoch:', '0412', 'test cost=', '0.640813887')
('Epoch:', '0413', 'training cost=', '0.641861279')
('Epoch:', '0413', 'test cost=', '0.640790820')
('Epoch:', '0414', 'training cost=', '0.641910361')
('Epoch:', '0414', 'test cost=', '0.640797853')
('Epoch:', '0415', 'training cost=', '0.640232520')
('Epoch:', '0415', 'test cost=', '0.640794933')
('Epoch:', '0416', 'training cost=', '0.643293144')
('Epoch:', '0416', 'test cost=', '0.640839040')
('Epoch:', '0417', 'training cost=', '0.642465941')
('Epoch:', '0417', 'test cost=', '0.640793264')
('Epoch:', '0418', 'training cost=', '0.643089029')
('Epoch:', '0418', 'test cost=', '0.640833616')
('Epoch:', '0419', 'training cost=', '0.642119699')
('Epoch:', '0419', 'test cost=', '0.640835047')
('Epoch:', '0420', 'training cost=', '0.643505437')
('Epoch:', '0420', 'test cost=', '0.640831172')
('Epoch:', '0421', 'training cost=', '0.642704815')
('Epoch:', '0421', 'test cost=', '0.640824497')
('Epoch:', '0422', 'training cost=', '0.641233367')
('Epoch:', '0422', 'test cost=', '0.640780568')
('Epoch:', '0423', 'training cost=', '0.641361819')
('Epoch:', '0423', 'test cost=', '0.640816867')
('Epoch:', '0424', 'training cost=', '0.643439630')
('Epoch:', '0424', 'test cost=', '0.640822291')
('Epoch:', '0425', 'training cost=', '0.642790379')
('Epoch:', '0425', 'test cost=', '0.640795231')
('Epoch:', '0426', 'training cost=', '0.642622027')
('Epoch:', '0426', 'test cost=', '0.640785098')
('Epoch:', '0427', 'training cost=', '0.642610504')
('Epoch:', '0427', 'test cost=', '0.640827894')
('Epoch:', '0428', 'training cost=', '0.640176232')
('Epoch:', '0428', 'test cost=', '0.640796065')
('Epoch:', '0429', 'training cost=', '0.643172721')
('Epoch:', '0429', 'test cost=', '0.640827119')
('Epoch:', '0430', 'training cost=', '0.640697310')
('Epoch:', '0430', 'test cost=', '0.640822768')
('Epoch:', '0431', 'training cost=', '0.641556556')
('Epoch:', '0431', 'test cost=', '0.640841961')
('Epoch:', '0432', 'training cost=', '0.641065507')
('Epoch:', '0432', 'test cost=', '0.640815318')
('Epoch:', '0433', 'training cost=', '0.643044848')
('Epoch:', '0433', 'test cost=', '0.640809834')
('Epoch:', '0434', 'training cost=', '0.644253321')
('Epoch:', '0434', 'test cost=', '0.640868306')
('Epoch:', '0435', 'training cost=', '0.642625280')
('Epoch:', '0435', 'test cost=', '0.640820324')
('Epoch:', '0436', 'training cost=', '0.642061272')
('Epoch:', '0436', 'test cost=', '0.640786290')
('Epoch:', '0437', 'training cost=', '0.642477135')
('Epoch:', '0437', 'test cost=', '0.640809715')
('Epoch:', '0438', 'training cost=', '0.640004330')
('Epoch:', '0438', 'test cost=', '0.640814900')
('Epoch:', '0439', 'training cost=', '0.641493959')
('Epoch:', '0439', 'test cost=', '0.640780926')
('Epoch:', '0440', 'training cost=', '0.644182431')
('Epoch:', '0440', 'test cost=', '0.640806496')
('Epoch:', '0441', 'training cost=', '0.640863336')
('Epoch:', '0441', 'test cost=', '0.640786231')
('Epoch:', '0442', 'training cost=', '0.643493650')
('Epoch:', '0442', 'test cost=', '0.640803754')
('Epoch:', '0443', 'training cost=', '0.643502932')
('Epoch:', '0443', 'test cost=', '0.640836477')
('Epoch:', '0444', 'training cost=', '0.642633786')
('Epoch:', '0444', 'test cost=', '0.640846968')
('Epoch:', '0445', 'training cost=', '0.642612509')
('Epoch:', '0445', 'test cost=', '0.640854716')
('Epoch:', '0446', 'training cost=', '0.642178130')
('Epoch:', '0446', 'test cost=', '0.640792012')
('Epoch:', '0447', 'training cost=', '0.641784807')
('Epoch:', '0447', 'test cost=', '0.640790105')
('Epoch:', '0448', 'training cost=', '0.640745534')
('Epoch:', '0448', 'test cost=', '0.640805244')
('Epoch:', '0449', 'training cost=', '0.641873460')
