Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([50]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '0246', 'training cost=', '0.654057470')
('Epoch:', '0246', 'test cost=', '0.669163942')
('Epoch:', '0247', 'training cost=', '0.656318042')
('Epoch:', '0247', 'test cost=', '0.767344117')
('Epoch:', '0248', 'training cost=', '0.656154935')
('Epoch:', '0248', 'test cost=', '0.644461691')
('Epoch:', '0249', 'training cost=', '0.654476879')
('Epoch:', '0249', 'test cost=', '0.640865147')
('Epoch:', '0250', 'training cost=', '1.533002938')
('Epoch:', '0250', 'test cost=', '0.673944831')
('Epoch:', '0251', 'training cost=', '0.658289529')
('Epoch:', '0251', 'test cost=', '0.642642200')
('Epoch:', '0252', 'training cost=', '0.657912450')
('Epoch:', '0252', 'test cost=', '0.666802764')
('Epoch:', '0253', 'training cost=', '0.659490579')
('Epoch:', '0253', 'test cost=', '0.643480301')
('Epoch:', '0254', 'training cost=', '0.654163800')
('Epoch:', '0254', 'test cost=', '0.676956177')
('Epoch:', '0255', 'training cost=', '0.657188165')
('Epoch:', '0255', 'test cost=', '0.667881668')
('Epoch:', '0256', 'training cost=', '0.658664030')
('Epoch:', '0256', 'test cost=', '0.658246100')
('Epoch:', '0257', 'training cost=', '0.655687896')
('Epoch:', '0257', 'test cost=', '0.641250670')
('Epoch:', '0258', 'training cost=', '0.655972838')
('Epoch:', '0258', 'test cost=', '0.765384972')
('Epoch:', '0259', 'training cost=', '0.658657337')
('Epoch:', '0259', 'test cost=', '0.641153991')
('Epoch:', '0260', 'training cost=', '0.659565048')
('Epoch:', '0260', 'test cost=', '0.679230571')
('Epoch:', '0261', 'training cost=', '0.655715387')
('Epoch:', '0261', 'test cost=', '0.649829209')
('Epoch:', '0262', 'training cost=', '0.656603029')
('Epoch:', '0262', 'test cost=', '0.643433809')
('Epoch:', '0263', 'training cost=', '0.656048343')
('Epoch:', '0263', 'test cost=', '0.653119087')
('Epoch:', '0264', 'training cost=', '0.653062771')
('Epoch:', '0264', 'test cost=', '0.640902102')
('Epoch:', '0265', 'training cost=', '0.657113591')
('Epoch:', '0265', 'test cost=', '0.652751267')
('Epoch:', '0266', 'training cost=', '0.658673251')
('Epoch:', '0266', 'test cost=', '0.659446478')
('Epoch:', '0267', 'training cost=', '0.656785818')
('Epoch:', '0267', 'test cost=', '0.653344691')
('Epoch:', '0268', 'training cost=', '0.653910478')
('Epoch:', '0268', 'test cost=', '0.643971562')
('Epoch:', '0269', 'training cost=', '0.658097519')
('Epoch:', '0269', 'test cost=', '0.641309202')
('Epoch:', '0270', 'training cost=', '0.654556868')
('Epoch:', '0270', 'test cost=', '0.643601775')
('Epoch:', '0271', 'training cost=', '0.654362837')
('Epoch:', '0271', 'test cost=', '0.655203521')
('Epoch:', '0272', 'training cost=', '0.656853765')
('Epoch:', '0272', 'test cost=', '0.652059972')
('Epoch:', '0273', 'training cost=', '0.655829216')
('Epoch:', '0273', 'test cost=', '0.786429226')
('Epoch:', '0274', 'training cost=', '0.658452851')
('Epoch:', '0274', 'test cost=', '0.645636439')
('Epoch:', '0275', 'training cost=', '0.656126109')
('Epoch:', '0275', 'test cost=', '0.657651186')
('Epoch:', '0276', 'training cost=', '0.656094083')
('Epoch:', '0276', 'test cost=', '0.640960515')
('Epoch:', '0277', 'training cost=', '0.650550816')
('Epoch:', '0277', 'test cost=', '0.643092692')
('Epoch:', '0278', 'training cost=', '0.661562336')
('Epoch:', '0278', 'test cost=', '0.653691888')
('Epoch:', '0279', 'training cost=', '0.659587879')
('Epoch:', '0279', 'test cost=', '0.644423366')
('Epoch:', '0280', 'training cost=', '0.764765769')
('Epoch:', '0280', 'test cost=', '0.643903017')
('Epoch:', '0281', 'training cost=', '0.653779165')
('Epoch:', '0281', 'test cost=', '0.651236892')
('Epoch:', '0282', 'training cost=', '0.656227857')
('Epoch:', '0282', 'test cost=', '0.640916944')
('Epoch:', '0283', 'training cost=', '0.658182253')
('Epoch:', '0283', 'test cost=', '0.645875275')
('Epoch:', '0284', 'training cost=', '0.654218526')
('Epoch:', '0284', 'test cost=', '0.661643624')
('Epoch:', '0285', 'training cost=', '0.661162985')
('Epoch:', '0285', 'test cost=', '0.649839997')
('Epoch:', '0286', 'training cost=', '0.654737494')
('Epoch:', '0286', 'test cost=', '0.642118573')
('Epoch:', '0287', 'training cost=', '0.657530312')
('Epoch:', '0287', 'test cost=', '0.676311135')
('Epoch:', '0288', 'training cost=', '0.657721335')
('Epoch:', '0288', 'test cost=', '0.643806159')
('Epoch:', '0289', 'training cost=', '0.658244110')
('Epoch:', '0289', 'test cost=', '0.642159760')
('Epoch:', '0290', 'training cost=', '0.654905204')
('Epoch:', '0290', 'test cost=', '0.662512064')
('Epoch:', '0291', 'training cost=', '0.656951099')
('Epoch:', '0291', 'test cost=', '0.642871141')
('Epoch:', '0292', 'training cost=', '0.653867301')
('Epoch:', '0292', 'test cost=', '0.685518384')
('Epoch:', '0293', 'training cost=', '0.656078632')
('Epoch:', '0293', 'test cost=', '0.650226235')
('Epoch:', '0294', 'training cost=', '0.657692101')
('Epoch:', '0294', 'test cost=', '0.641429603')
('Epoch:', '0295', 'training cost=', '0.656445177')
('Epoch:', '0295', 'test cost=', '0.640834153')
('Epoch:', '0296', 'training cost=', '0.657726852')
('Epoch:', '0296', 'test cost=', '0.656735063')
('Epoch:', '0297', 'training cost=', '0.655601136')
('Epoch:', '0297', 'test cost=', '0.672528207')
('Epoch:', '0298', 'training cost=', '0.657931037')
('Epoch:', '0298', 'test cost=', '0.659705162')
('Epoch:', '0299', 'training cost=', '0.654725935')
('Epoch:', '0299', 'test cost=', '0.660695195')
('Epoch:', '0300', 'training cost=', '0.655494197')
('Epoch:', '0300', 'test cost=', '0.640838504')
('Epoch:', '0301', 'training cost=', '0.655676943')
('Epoch:', '0301', 'test cost=', '0.655250490')
('Epoch:', '0302', 'training cost=', '0.658229153')
('Epoch:', '0302', 'test cost=', '0.666125000')
('Epoch:', '0303', 'training cost=', '0.653835695')
('Epoch:', '0303', 'test cost=', '0.658729076')
('Epoch:', '0304', 'training cost=', '0.654542732')
('Epoch:', '0304', 'test cost=', '0.641804814')
('Epoch:', '0305', 'training cost=', '0.658154781')
('Epoch:', '0305', 'test cost=', '0.662126660')
('Epoch:', '0306', 'training cost=', '0.658718697')
('Epoch:', '0306', 'test cost=', '0.656735301')
('Epoch:', '0307', 'training cost=', '0.656770014')
('Epoch:', '0307', 'test cost=', '0.676797807')
('Epoch:', '0308', 'training cost=', '0.660364954')
('Epoch:', '0308', 'test cost=', '0.646259367')
('Epoch:', '0309', 'training cost=', '0.657052928')
('Epoch:', '0309', 'test cost=', '0.670187771')
('Epoch:', '0310', 'training cost=', '0.659478464')
('Epoch:', '0310', 'test cost=', '0.644339859')
('Epoch:', '0311', 'training cost=', '0.659740180')
('Epoch:', '0311', 'test cost=', '0.672198355')
('Epoch:', '0312', 'training cost=', '0.655507514')
('Epoch:', '0312', 'test cost=', '0.643364191')
('Epoch:', '0313', 'training cost=', '0.655417747')
('Epoch:', '0313', 'test cost=', '0.643884063')
('Epoch:', '0314', 'training cost=', '0.653153797')
('Epoch:', '0314', 'test cost=', '0.640936732')
('Epoch:', '0315', 'training cost=', '0.653935556')
('Epoch:', '0315', 'test cost=', '0.660901129')
('Epoch:', '0316', 'training cost=', '0.658967219')
('Epoch:', '0316', 'test cost=', '0.662614882')
('Epoch:', '0317', 'training cost=', '0.654921748')
('Epoch:', '0317', 'test cost=', '0.642892003')
('Epoch:', '0318', 'training cost=', '0.953473201')
('Epoch:', '0318', 'test cost=', '0.704842865')
('Epoch:', '0319', 'training cost=', '0.654625028')
('Epoch:', '0319', 'test cost=', '0.654078186')
('Epoch:', '0320', 'training cost=', '0.656211087')
('Epoch:', '0320', 'test cost=', '0.656964481')
('Epoch:', '0321', 'training cost=', '0.658899885')
('Epoch:', '0321', 'test cost=', '0.671115994')
('Epoch:', '0322', 'training cost=', '0.657402199')
('Epoch:', '0322', 'test cost=', '0.653280973')
('Epoch:', '0323', 'training cost=', '0.655192802')
('Epoch:', '0323', 'test cost=', '0.658860087')
('Epoch:', '0324', 'training cost=', '0.653368479')
('Epoch:', '0324', 'test cost=', '0.664955735')
('Epoch:', '0325', 'training cost=', '0.660001913')
('Epoch:', '0325', 'test cost=', '0.641920924')
('Epoch:', '0326', 'training cost=', '0.653959529')
('Epoch:', '0326', 'test cost=', '0.646995902')
('Epoch:', '0327', 'training cost=', '0.658307490')
('Epoch:', '0327', 'test cost=', '0.641607106')
('Epoch:', '0328', 'training cost=', '0.659479960')
('Epoch:', '0328', 'test cost=', '0.645645440')
('Epoch:', '0329', 'training cost=', '0.681529606')
('Epoch:', '0329', 'test cost=', '0.665001929')
('Epoch:', '0330', 'training cost=', '0.657198123')
('Epoch:', '0330', 'test cost=', '0.656161845')
('Epoch:', '0331', 'training cost=', '0.653285097')
('Epoch:', '0331', 'test cost=', '0.643633425')
('Epoch:', '0332', 'training cost=', '0.655676546')
('Epoch:', '0332', 'test cost=', '0.652216017')
('Epoch:', '0333', 'training cost=', '0.658473793')
('Epoch:', '0333', 'test cost=', '0.643779933')
('Epoch:', '0334', 'training cost=', '0.657300572')
('Epoch:', '0334', 'test cost=', '0.648412228')
('Epoch:', '0335', 'training cost=', '0.655354615')
('Epoch:', '0335', 'test cost=', '0.653036058')
('Epoch:', '0336', 'training cost=', '0.655461935')
('Epoch:', '0336', 'test cost=', '0.641116142')
('Epoch:', '0337', 'training cost=', '0.657891417')
('Epoch:', '0337', 'test cost=', '0.642442107')
('Epoch:', '0338', 'training cost=', '0.654729500')
('Epoch:', '0338', 'test cost=', '0.646580279')
('Epoch:', '0339', 'training cost=', '0.656895515')
('Epoch:', '0339', 'test cost=', '0.706514359')
('Epoch:', '0340', 'training cost=', '0.657978974')
('Epoch:', '0340', 'test cost=', '0.662168145')
('Epoch:', '0341', 'training cost=', '0.660708810')
('Epoch:', '0341', 'test cost=', '0.641472757')
('Epoch:', '0342', 'training cost=', '0.656034897')
('Epoch:', '0342', 'test cost=', '0.641926885')
('Epoch:', '0343', 'training cost=', '0.658417772')
('Epoch:', '0343', 'test cost=', '0.667405605')
('Epoch:', '0344', 'training cost=', '0.656442873')
('Epoch:', '0344', 'test cost=', '0.640853107')
('Epoch:', '0345', 'training cost=', '0.652841228')
('Epoch:', '0345', 'test cost=', '0.644961357')
('Epoch:', '0346', 'training cost=', '0.655583925')
('Epoch:', '0346', 'test cost=', '0.662904561')
('Epoch:', '0347', 'training cost=', '0.658537729')
('Epoch:', '0347', 'test cost=', '0.663772285')
('Epoch:', '0348', 'training cost=', '0.657430752')
('Epoch:', '0348', 'test cost=', '0.649399638')
('Epoch:', '0349', 'training cost=', '0.656537363')
('Epoch:', '0349', 'test cost=', '0.640952170')
('Epoch:', '0350', 'training cost=', '0.654709709')
('Epoch:', '0350', 'test cost=', '0.653603494')
('Epoch:', '0351', 'training cost=', '0.656813146')
('Epoch:', '0351', 'test cost=', '0.649882495')
('Epoch:', '0352', 'training cost=', '0.655377447')
('Epoch:', '0352', 'test cost=', '0.671212673')
('Epoch:', '0353', 'training cost=', '0.655723195')
('Epoch:', '0353', 'test cost=', '0.642566204')
('Epoch:', '0354', 'training cost=', '0.659524739')
('Epoch:', '0354', 'test cost=', '0.647551000')
('Epoch:', '0355', 'training cost=', '0.656320102')
('Epoch:', '0355', 'test cost=', '0.640921652')
('Epoch:', '0356', 'training cost=', '0.655097685')
('Epoch:', '0356', 'test cost=', '0.641745031')
('Epoch:', '0357', 'training cost=', '0.654949292')
('Epoch:', '0357', 'test cost=', '0.646970034')
('Epoch:', '0358', 'training cost=', '0.655547192')
('Epoch:', '0358', 'test cost=', '0.641978621')
('Epoch:', '0359', 'training cost=', '0.654350907')
('Epoch:', '0359', 'test cost=', '0.662532687')
('Epoch:', '0360', 'training cost=', '0.655154296')
('Epoch:', '0360', 'test cost=', '0.668616891')
('Epoch:', '0361', 'training cost=', '0.650851809')
('Epoch:', '0361', 'test cost=', '0.666873872')
('Epoch:', '0362', 'training cost=', '0.664126551')
('Epoch:', '0362', 'test cost=', '0.642011404')
('Epoch:', '0363', 'training cost=', '0.657315042')
('Epoch:', '0363', 'test cost=', '0.641266227')
('Epoch:', '0364', 'training cost=', '0.656960289')
('Epoch:', '0364', 'test cost=', '0.643036127')
('Epoch:', '0365', 'training cost=', '0.655878039')
('Epoch:', '0365', 'test cost=', '0.645136595')
('Epoch:', '0366', 'training cost=', '0.652659098')
('Epoch:', '0366', 'test cost=', '0.640793681')
('Epoch:', '0367', 'training cost=', '0.656910751')
('Epoch:', '0367', 'test cost=', '0.697578311')
('Epoch:', '0368', 'training cost=', '0.663859749')
('Epoch:', '0368', 'test cost=', '0.652445436')
('Epoch:', '0369', 'training cost=', '0.655786020')
('Epoch:', '0369', 'test cost=', '0.670387864')
('Epoch:', '0370', 'training cost=', '0.657097406')
('Epoch:', '0370', 'test cost=', '0.647711694')
('Epoch:', '0371', 'training cost=', '0.655682274')
('Epoch:', '0371', 'test cost=', '0.671206236')
('Epoch:', '0372', 'training cost=', '0.652874703')
('Epoch:', '0372', 'test cost=', '0.641455889')
('Epoch:', '0373', 'training cost=', '0.656736579')
('Epoch:', '0373', 'test cost=', '0.648694992')
('Epoch:', '0374', 'training cost=', '0.660234872')
('Epoch:', '0374', 'test cost=', '0.649515212')
('Epoch:', '0375', 'training cost=', '0.656463566')
('Epoch:', '0375', 'test cost=', '0.658485651')
('Epoch:', '0376', 'training cost=', '0.659008204')
('Epoch:', '0376', 'test cost=', '0.641716123')
('Epoch:', '0377', 'training cost=', '0.656358407')
('Epoch:', '0377', 'test cost=', '0.644607484')
('Epoch:', '0378', 'training cost=', '0.654038949')
('Epoch:', '0378', 'test cost=', '0.643960118')
('Epoch:', '0379', 'training cost=', '0.654726479')
('Epoch:', '0379', 'test cost=', '0.649606228')
('Epoch:', '0380', 'training cost=', '0.656491626')
('Epoch:', '0380', 'test cost=', '0.647459030')
('Epoch:', '0381', 'training cost=', '0.658964122')
('Epoch:', '0381', 'test cost=', '0.650029778')
('Epoch:', '0382', 'training cost=', '0.652671271')
('Epoch:', '0382', 'test cost=', '0.648673713')
('Epoch:', '0383', 'training cost=', '0.654977701')
('Epoch:', '0383', 'test cost=', '0.653050184')
('Epoch:', '0384', 'training cost=', '0.656465999')
('Epoch:', '0384', 'test cost=', '0.642294943')
('Epoch:', '0385', 'training cost=', '0.657762346')
('Epoch:', '0385', 'test cost=', '0.641167760')
('Epoch:', '0386', 'training cost=', '0.655586879')
('Epoch:', '0386', 'test cost=', '0.641212404')
('Epoch:', '0387', 'training cost=', '0.656690004')
('Epoch:', '0387', 'test cost=', '0.642344356')
('Epoch:', '0388', 'training cost=', '0.654965057')
('Epoch:', '0388', 'test cost=', '0.641038477')
('Epoch:', '0389', 'training cost=', '0.654962402')
('Epoch:', '0389', 'test cost=', '0.643607974')
('Epoch:', '0390', 'training cost=', '0.656156485')
('Epoch:', '0390', 'test cost=', '0.667384863')
('Epoch:', '0391', 'training cost=', '0.654003033')
('Epoch:', '0391', 'test cost=', '0.644434452')
('Epoch:', '0392', 'training cost=', '0.656810669')
('Epoch:', '0392', 'test cost=', '0.643128514')
('Epoch:', '0393', 'training cost=', '0.657459896')
('Epoch:', '0393', 'test cost=', '0.657845914')
('Epoch:', '0394', 'training cost=', '0.655676122')
('Epoch:', '0394', 'test cost=', '0.655050933')
('Epoch:', '0395', 'training cost=', '0.654785924')
('Epoch:', '0395', 'test cost=', '0.647185326')
('Epoch:', '0396', 'training cost=', '0.655218822')
('Epoch:', '0396', 'test cost=', '0.641437232')
('Epoch:', '0397', 'training cost=', '0.660247133')
('Epoch:', '0397', 'test cost=', '0.654510319')
('Epoch:', '0398', 'training cost=', '0.656001097')
('Epoch:', '0398', 'test cost=', '0.650811255')
('Epoch:', '0399', 'training cost=', '0.656881805')
('Epoch:', '0399', 'test cost=', '0.640782118')
('Epoch:', '0400', 'training cost=', '0.655631097')
('Epoch:', '0400', 'test cost=', '0.650380313')
('Epoch:', '0401', 'training cost=', '0.657991898')
('Epoch:', '0401', 'test cost=', '0.645132005')
('Epoch:', '0402', 'training cost=', '0.657074457')
('Epoch:', '0402', 'test cost=', '0.646807253')
('Epoch:', '0403', 'training cost=', '0.662155382')
('Epoch:', '0403', 'test cost=', '0.656168044')
('Epoch:', '0404', 'training cost=', '0.657161746')
('Epoch:', '0404', 'test cost=', '0.642982006')
('Epoch:', '0405', 'training cost=', '0.661810478')
('Epoch:', '0405', 'test cost=', '0.640892684')
('Epoch:', '0406', 'training cost=', '0.655754449')
('Epoch:', '0406', 'test cost=', '0.645295143')
('Epoch:', '0407', 'training cost=', '0.654813379')
('Epoch:', '0407', 'test cost=', '0.679788053')
('Epoch:', '0408', 'training cost=', '0.653236775')
('Epoch:', '0408', 'test cost=', '0.641184986')
('Epoch:', '0409', 'training cost=', '0.656045716')
('Epoch:', '0409', 'test cost=', '0.644151151')
('Epoch:', '0410', 'training cost=', '0.658184261')
('Epoch:', '0410', 'test cost=', '0.671904206')
('Epoch:', '0411', 'training cost=', '0.655191756')
('Epoch:', '0411', 'test cost=', '0.640952885')
('Epoch:', '0412', 'training cost=', '0.656899456')
('Epoch:', '0412', 'test cost=', '0.646956384')
('Epoch:', '0413', 'training cost=', '0.656225481')
('Epoch:', '0413', 'test cost=', '0.641985655')
('Epoch:', '0414', 'training cost=', '0.652397432')
('Epoch:', '0414', 'test cost=', '0.674173355')
('Epoch:', '0415', 'training cost=', '0.656367046')
('Epoch:', '0415', 'test cost=', '0.654595435')
('Epoch:', '0416', 'training cost=', '0.658031938')
('Epoch:', '0416', 'test cost=', '0.653607547')
('Epoch:', '0417', 'training cost=', '0.655128394')
('Epoch:', '0417', 'test cost=', '0.643849432')
('Epoch:', '0418', 'training cost=', '0.656294038')
('Epoch:', '0418', 'test cost=', '0.661363184')
('Epoch:', '0419', 'training cost=', '0.654322955')
('Epoch:', '0419', 'test cost=', '0.659879029')
('Epoch:', '0420', 'training cost=', '0.654420844')
('Epoch:', '0420', 'test cost=', '0.643443704')
('Epoch:', '0421', 'training cost=', '0.656776798')
('Epoch:', '0421', 'test cost=', '0.669511795')
('Epoch:', '0422', 'training cost=', '0.655897159')
('Epoch:', '0422', 'test cost=', '0.641029894')
('Epoch:', '0423', 'training cost=', '0.657267061')
('Epoch:', '0423', 'test cost=', '0.644257426')
('Epoch:', '0424', 'training cost=', '0.654977088')
('Epoch:', '0424', 'test cost=', '0.640991330')
('Epoch:', '0425', 'training cost=', '0.656669832')
('Epoch:', '0425', 'test cost=', '0.646679342')
('Epoch:', '0426', 'training cost=', '0.655965335')
('Epoch:', '0426', 'test cost=', '0.675414622')
('Epoch:', '0427', 'training cost=', '0.661645403')
('Epoch:', '0427', 'test cost=', '0.710588992')
('Epoch:', '0428', 'training cost=', '0.654589667')
('Epoch:', '0428', 'test cost=', '0.651862919')
('Epoch:', '0429', 'training cost=', '0.656069911')
('Epoch:', '0429', 'test cost=', '0.667151034')
('Epoch:', '0430', 'training cost=', '0.657227468')
('Epoch:', '0430', 'test cost=', '0.643947184')
('Epoch:', '0431', 'training cost=', '0.657278060')
('Epoch:', '0431', 'test cost=', '0.640876770')
('Epoch:', '0432', 'training cost=', '0.660852916')
('Epoch:', '0432', 'test cost=', '0.641927123')
('Epoch:', '0433', 'training cost=', '0.656235671')
('Epoch:', '0433', 'test cost=', '0.644180536')
('Epoch:', '0434', 'training cost=', '0.654720045')
('Epoch:', '0434', 'test cost=', '0.642804801')
('Epoch:', '0435', 'training cost=', '0.656545218')
('Epoch:', '0435', 'test cost=', '0.717771947')
('Epoch:', '0436', 'training cost=', '0.657468523')
('Epoch:', '0436', 'test cost=', '0.640819728')
('Epoch:', '0437', 'training cost=', '0.657966526')
('Epoch:', '0437', 'test cost=', '0.644447923')
('Epoch:', '0438', 'training cost=', '0.653101867')
('Epoch:', '0438', 'test cost=', '0.745683134')
('Epoch:', '0439', 'training cost=', '0.656915806')
('Epoch:', '0439', 'test cost=', '0.644958198')
('Epoch:', '0440', 'training cost=', '0.656095160')
('Epoch:', '0440', 'test cost=', '0.645334840')
('Epoch:', '0441', 'training cost=', '0.656112120')
('Epoch:', '0441', 'test cost=', '0.644847214')
('Epoch:', '0442', 'training cost=', '0.658295644')
('Epoch:', '0442', 'test cost=', '0.641890883')
('Epoch:', '0443', 'training cost=', '0.653671978')
('Epoch:', '0443', 'test cost=', '0.640821695')
('Epoch:', '0444', 'training cost=', '0.656255451')
('Epoch:', '0444', 'test cost=', '0.645177841')
('Epoch:', '0445', 'training cost=', '0.658574168')
('Epoch:', '0445', 'test cost=', '0.640990436')
('Epoch:', '0446', 'training cost=', '0.655825978')
('Epoch:', '0446', 'test cost=', '0.641519606')
('Epoch:', '0447', 'training cost=', '0.658153778')
('Epoch:', '0447', 'test cost=', '0.663067222')
('Epoch:', '0448', 'training cost=', '0.657818541')
('Epoch:', '0448', 'test cost=', '0.641026676')
('Epoch:', '0449', 'training cost=', '0.907122375')
('Epoch:', '0449', 'test cost=', '0.688355148')
